"Lucknow Polytechnic, Lucknow", ,Uttar Pradesh,0522-2436074,principalgpl1892@gmail.com,http://www.gplucknow.com
Lucknow University, ,Uttar Pradesh,910522-2740086,registrar@lkouniv.ac.in,www.lkouniv.ac.in
LUCKNOW UNIVERSITY, ,Uttar Pradesh,-,info@lkouniv.ac.in,-
LUCKY INSTITUTE OF PROFESSIONAL STUDIES, ,Rajasthan,-,-,-
"Ludhiana College Of Engineering And Technology,",LUDHIANA ,Punjab,"0161-2834307,2834750",lcet02ludhiana@rediffmail.com,-
"Ludhiana Institute Of Nursing , Ludhiana",LUDHIANA ,Punjab,-,-,-
Luipa Mahavidyalaya, ,Orissa,-,-,-
LUISE JAMES TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Luitparia College Barpeta,BARPETA ,Assam,-,-,-
Lukhdhirji College Of Engineering, ,Gujarat,"02822-240743,240645",principal@lecollege.org,www.lecollege.org
Lumding College,NAGAON ,Assam,-,principal@lumdingcollege.org,-
Lunglei Government College, ,Mizoram,-,-,-
"Luqman College of Pharmacy , GULBARGA",GULBARGA ,Karnataka,08472-271269/250041,luqman.pharmacy@rediffmail.com,www.luqmanpharmacyglb.org
Luquman College Of Science & Arts, ,Karnataka,-,-,-
LUTAWAN DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
LUTAWAN DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
Lutheran Degree College For Women,RAJAHMUNDRY ,Andhra Pradesh,-,-,-
"Lutheran Degree College, Bhimavaram",BHIMAVARAM ,Andhra Pradesh,08816–234185,-,-
"Luxmi Bai Institute of Dental Sciences & Hospital , Patiala",PATIALA ,Punjab,"+91-175-2681113,2681116,2681117,2681118","info@ldbcpatiala.com,lbdp_patiala@yahoo.com",www.lbdcpatiala.com
"Luxmi Nursing Training Centre,Gadchiroli", ,Maharashtra,-,-,-
LVR TEACHERS TRAINING INSTITUTE, ,Karnataka,-,-,-
Lyallpur Khalsa College, ,Punjab,-,-,-
Lyallpur Khalsa College for Women, ,Punjab,-,-,-
LYALLPUR KHALSA TEACHER TRAINING COLLEGE FOR WOMEN, ,Punjab,+91-181-2241466-67,lkcjald@yahoo.com	,http://www.lkcjal.og
LYCEUM TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
