Thirumathi Elizabeth Polytechnic College,CHENNAI ,Tamil Nadu,"04328292273,04328292234,9442870105",	tepa2anm@yahoo.co.in,www.elizabethpoly.org
Thirumathi Elizabeth Polytechnic College, ,Tamil Nadu,"04328292273,04328292234,9442870105",	tepa2anm@yahoo.co.in,www.elizabethpoly.org
Thirumurugan Arts And Science College,CHENNAI ,Tamil Nadu,-,-,-
Thirupattur Arts And Science College,VELLORE ,Tamil Nadu,-,-,-
Thiruthangal Nadar College,CHENNAI ,Tamil Nadu,-,tnc_98@yahoo.com,-
Thiruthani Polytechnic College, ,Tamil Nadu,"04427864990,9994640777",	tiruttani556@gmail.com,www.tptc.com
Thiruvalluvar Arts And Science College,CUDDALORE ,Tamil Nadu,-,-,-
Thiruvalluvar College,TIRUNELVELI ,Tamil Nadu,-,-,-
THIRUVALLUVAR COLLEGE OF EDUCATION, ,Tamil Nadu,-,-,-
Thiruvalluvar College of Engineering and Technology,TIRUVANNAMALAI ,Tamil Nadu,04183-225986,admin@tiruvalluvar.net,-
Thiruvalluvar Government Arts College,NAMAKKAL ,Tamil Nadu,-,Principaltgac@gmail.com,-
Thiruvalluvar Government Arts College,NAMAKKAL ,Tamil Nadu,04287-231802,Principaltgac@gmail.com,www.tgacrasi.org
"Thiruvalluvar Polytechnic College, Vellamadai", ,Tamil Nadu,0422-2903450,tpccbe110@yahoo.com,-
THIRUVALLUVAR TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Thiruvalluvar University, ,Tamil Nadu,91-416-2217778,contact@tvuni.in,www.tvuni.org
"Thiruvarur Govt. Medical College, Thiruvarur", ,Tamil Nadu,04366-244486,deantvr@tn.gov.in,-
ThockchomIbotombi Institute of Teacher Education and Training, ,Manipur,-,-,-
Thompson WomensSecondary Training School, ,Orissa,0671-2419651,headmistress.twti@gmail.com,www.thompsoncuttack.org
THOMS CANGAN MEMORIAL TEACHER TRAINING COLLEGE, ,Rajasthan,-,-,-
"Thoothukudi Medical College, Thoothukudi", ,Tamil Nadu,"0461-239598,2321051",-,-
Thoubal College, ,Manipur,-,-,-
THOZHILATHIBAR TEACHER TRAININGINSTITUTE, ,Tamil Nadu,-,-,-
THREE DOTS GIRLS TRAINING COLLEGE, ,Uttar Pradesh,-,-,-
"Thrupti Institute Of Nursing , Bangalore",BANGALORE ,Karnataka,-,-,-
THUNCHAN SMARAKA TEACHER TRAINING INSTITUTE, ,Kerala,-,-,-
Thushara Degree College,HANAMAKONDA ,Andhra Pradesh,"0870–2540771,2542213","thusharadegreecollege@yahoo.com,thusharapgcollege@yahoo.in",-
Thushara Pg School Of Information Science,WARANGAL ,Andhra Pradesh,-,-,-
TI MES COLLEGE OF EDUCATION, ,Madhya Pradesh,-,-,-
Tihu College, ,Assam,-,-,-
Tikaram Jagannath Arts Commerce & Science College, ,Maharashtra,-,-,-
TIKARAM TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Tikka Ram College Education, ,Haryana,-,-,-
Tilak Ayurved Mahavidyalaya, ,Maharashtra,-,-,-
Tilak College Of Education, ,Maharashtra,-,-,-
Tilak Degree College, ,Uttar Pradesh,-,-,-
Tilak Dhari Mahavidyalaya,JAUNPUR ,Uttar Pradesh,260939,-,-
Tilak Dhari Mahila Mahavidyalaya, ,Uttar Pradesh,-,-,-
Tilak Dhari PG College, ,Uttar Pradesh,-,-,-
"Tilak Maharashtra University, Institute Of Nursing Education & Research , Pune",PUNE ,Maharashtra,-,-,-
Tilak Maharashtra Vidyapeeth, ,Maharashtra,910212466068,tmv@tmv.ernet.in,www.tmv.edu.in
TILAK MAHARASHTRA VIDYAPEETH, ,Maharashtra,-,-,-
TILAK NATH POST GRADUATE COLLEGE, ,Uttar Pradesh,-,-,-
TILAK POST GRADUATE COLLEGE, ,Uttar Pradesh,-,-,-
TILAK POST GRADUATE COLLEGE, ,Uttar Pradesh,-,-,-
TILAK POST GRADUATE MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
TILAK RAJ CHADHA INST. OF MGT. & TECH, ,Haryana,"01732-220103,01732-234110",info@timt.ac.in,http://www.timt.ac.in
TILAK RAM SAINI DEGREE COLLEGE FOR GIRLS, ,Uttar Pradesh,-,-,-
TILAK TEACHERS TRAINING COLLEGE FOR WOMENS, ,Rajasthan,-,-,-
Tilaka Dhari Mahavidhyalaya,JAUNPUR ,Uttar Pradesh,-,principal@tdmahilacollege.org.in,-
TILAKDHARI MAHAVIDHYALYA, ,Uttar Pradesh,-,-,-
Tilka Manjhi Bhagalpur University, ,Bihar,"0641-2422109,0641-2500803",ashokeksahya@yahoo.com,www.tmbu.org
Tilkayat Shree Govindlal Government Shastri Sanskrit College, ,Rajasthan,-,-,-
TIM TRAINING COLLEGE, ,Kerala,-,-,-
TIMES MAHILA SHIKSHA MAHAVIDYALAYA, ,Rajasthan,-,-,-
TIMES PREPRIMARY TEACHER TRAINING INSTITUTE, ,Karnataka,-,-,-
Tingkhong College, ,Assam,-,-,-
Tinsukia College, ,Assam,-,-,-
Tinsukia Commerce College, ,Assam,-,-,-
Tinsukia Law College,TINSUKIA ,Assam,0374-2333221,-,-
"Tippu Shaheed Institute Of Technology, Hubli", ,Karnataka,+91-0836-2205697,principal.tsit@rediffmail.com,http://www.tippushaheedpolytechnic.com
"Tipu Sultan College of Pharmacy , GULBARGA",GULBARGA ,Karnataka,0-25817,-,-
Tirap Government College,TIRAP ,Arunachal Pradesh,-,-,-
"Tirath Ram Shah Hospital , Delhi",DELHI ,Delhi,-,-,-
"Tirhut Anm Training School , Muzaffarpur",MUZAFFARPUR ,Bihar,-,-,-
Tirpude College of Social Work, ,Maharashtra,-,-,-
Tirpude Institute Of Management Education, ,Maharashtra,"+917122525781,2521932",info@tirpude.edu.in,http://www.tirpude.edu.in
Tirthankar Anglo Vedic Institute Of Technical Education, ,Madhya Pradesh,"07622-268593,268579",tavite_mca@yahoo.com,-
Tirukkovilur College Of Arts And Science,VILLUPURAM ,Tamil Nadu,-,-,-
"Tirumala College Of Nursing , Nizamabad",NIZAMABAD ,Andhra Pradesh,-,-,-
"Tirumala College Of Nursing,Vizianagaram",VIZIANAGARAM ,Andhra Pradesh,-,-,-
TIRUMALA DEVASWOM TEACHER TRAINING INSTITUTE, ,Kerala,-,-,-
Tirumala Engineering College, ,Andhra Pradesh,08647-219083,"tecnrt@gmail.com,tecnrt.alumni@gmail.com",http://www.tmecnrt.org/
Tirumala Polytechnic College, ,Tamil Nadu,"04175311600,04175311800,9443811612",tirumalaptcollege@gmail.com,	www.tirumalapolytechniccollege.com
"Tirumala School Of Nursing , Armoor",ARMOOR ,Andhra Pradesh,-,-,-
"Tirumala School Of Nursing , Nizamabad",NIZAMABAD ,Andhra Pradesh,-,-,-
"Tirumala School Of Nursing , Nizamabad",NIZAMABAD ,Andhra Pradesh,-,-,-
"Tirumala School Of Nursing , Vizianagaram",VIZIANAGARAM ,Andhra Pradesh,+91-8922-223921,drtirumala@yahoo.com,www.tirumalahospitals.com
"Tirumalla Anm Nursing School,Latur",LATUR ,Maharashtra,-,-,-
Tirunelveli Medical College, ,Tamil Nadu,91-462-2572733,me@tvmc.ac.in,www.tvmc.ac.in
"Tirunelveli Medical College Hospital,Tirunelveli",TIRUNELVELI ,Tamil Nadu,-,-,-
Tirunelvelli Dakshina Mara Nadar Sangam College,TIRUNELVELI ,Tamil Nadu,-,-,-
"Tirupati College of Pharmacy , Ratia", ,Haryana,"092155-44124,094163-69019",tirupatiedu@rediffmail.com,www.tirupatiedu.org
Tirupati college of polytechnic and Pharmacy, ,Haryana,01697-290878,tirupatiedu@rediffmail.com,-
Tirupati College of Technical Education, ,Rajasthan,01416593398,college@gmail.com,http://tirupaticollege.com
TIRUPATI INSTITUTE OF SCIENCE & TECHNOLOGY, ,Uttar Pradesh,-,-,-
"Tirupati Nursing School,Parbhani", ,Maharashtra,-,-,-
"Tirupati School Of Nursing , Bhopal",BHOPAL ,Madhya Pradesh,-,-,-
TIRUPATTIJA TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
Tirupattur Polytechnic College,TIRUVANNAMALAI ,Tamil Nadu,"04179-223438,04179-221324,9443437487",gponnusamy@yahoo.com.in,-
Tirupattur Polytechnic College, ,Tamil Nadu,"04179-223438,04179-221324,9443437487",gponnusamy@yahoo.com.in,-
"Tiruppur Kalaimagal College of Pharmacy , Tirupur",TIRUPUR ,Tamil Nadu,-,-,-
Tiruppur Kumaran College For Women,COIMBATORE ,Tamil Nadu,-,kumarancoll@tkcfw.ac.in,-
TIRUPTI TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Tiruttani Polytechnic College,VELLORE ,Tamil Nadu,-,-,-
"Tiruvalla Medical Mission School Of Nursing,Pathanamthitta",PATHANAMTHITTA ,Kerala,-,-,-
TITIKSHA INSTITUTE OF EDUCATION, ,Delhi,-,-,-
TITIKSHA INSTITUTE OF EDUCATION, ,Uttar Pradesh,-,-,-
TITUS II TEACHER COLLEGE, ,Kerala,-,-,-
Titus Ii Teachers Training College, ,Kerala,-,-,-
Tiyyagura Sita Rami Reddy Degree College,GUNTUR ,Andhra Pradesh,08649–255094,-,-
TJ Institute of Technology, ,Tamil Nadu,"044-24501408,24501409",tjinstitute@sify.com,http://www.thangavelucolleges.com
TJS Engineering College,TIRUVALLUR ,Tamil Nadu,"044-27900080,27967605,27967606,27967600",tjsivanandam@ymail.com,www.tjsenggcollege.com
TKM Institute of Management, ,Kerala,"0474-2482465,2482466","placement@tkmim.org,mailinfo@tkmim.org",www.tkmim.org
TKR College of Engineering and Technology,HYDERABAD ,Andhra Pradesh,"040-65587536,040-65347536","info@tkrcet.ac.in,tkrcet@rediffmail.com",-
TMAE COLLEGE OF PHYSICAL EDUCATION, ,Karnataka,-,-,-
TMI Academy, ,Delhi,011-41001317/46528258/24337744,tmiacademy@gmail.com,www.tmiacademy.co
TMSS College of Management, ,Andhra Pradesh,"040-24446391,040-24446525",vdcit_vdes@rediffmail.com,http://tmss.vidyadayinigroup.com/
TMV''s Institute Of Hotel Management & Catering Technology, ,Maharashtra,020-24454866/24433290,registrar@tmv.edu.in,http://www.tmv.edu.in/
TNB Law College, ,Bihar,-,-,-
"Tnrlm Institute Of Medical Sciences, , Sch. Of Nsg.,Tirunelveli",TIRUNELVELI ,Tamil Nadu,-,-,-
Toc H Institute of Science and Technology,ERNAKULAM ,Kerala,0484-2738126/2738125,mail@tistcochin.edu.in,www.tistcochin.edu.in
TOGARI SARVAMANGALAMMA PRE PRIMARY TTI, ,Karnataka,-,-,-
Tolani College Arts And Science, ,Gujarat,-,-,-
Tolani Commerce College, ,Gujarat,-,-,-
Tolani Institute of Law, ,Gujarat,02836-260080,till@tolani.org,www.tolani.org
"Tolani Institute of Pharmacy , ADIPUR KACHCHH", ,Gujarat,+91-2836-260491,tip@tolani.org,www.tolani.org
TOM PATRICK INSTITUTE OF COMPUTER & INFORMATION TECHNOLOGY,AURANGABAD ,Maharashtra,(0)(240)-2882065,tpicit_abad@yahoo.com,www.tpicit.ac.in
Tomi Polytechnic College, ,Arunachal Pradesh,(03795)226796,tomipolytechnic@rediffmail.com,http://tomipoly.ac.in/
Tontadarya college of Engineering, ,Karnataka,08372-236933/32445/34583,tcegadag@rediffmail.com,http://tce.ac.in/
Topiwala National Medical College,MUMBAI ,Maharashtra,022-23027000,administrator@tnmcnair.com/tnmcnairhospital@gmail,www.tnmcnair.com
Toshniwal Arts and Commerce College, ,Maharashtra,-,-,-
"Town Polytechnic, Balia", ,Uttar Pradesh,05498-240128,tpballia@yahoo.com,http://www.townpolytechnicballia.com/
Training centre for Teachers of the Visually Handicapped,BHUBANESWAR ,Orissa,-,-,-
Training centre for Teachers of the Visually Handicapped,LUDHIANA ,Punjab,-,-,-
"Training Centre for Teachers of Visually Handicapped,Secunderabad",SECUNDERABAD ,Andhra Pradesh,040-24734873/24619048,Zangam@hotmail.com,-
"Training Centre for the teachers of the Blind, Kadam Kuan",PATNA ,Bihar,-,-,-
Training Centre for the Teachers of the MR Nilachal Seva Pratishthan,PURI ,Orissa,06752-240137/138/139,-,nsp_india@sify.com
Training College for Teachers of the Deaf,LUCKNOW ,Uttar Pradesh,0522-2267458	,-,-
Training College for Teachers of the Deaf & Blind,GANDHI NAGAR ,Gujarat,079-26586138,-,-
Training College for the Teachers of the Deaf,KOLKATA ,West Bengal,033-23501058,-,-
"Training College Of Nursing , Pune",PUNE ,Maharashtra,-,-,-
Training Institute of Multi Rehabilitation Technology, ,Kerala,0481-2725980,mrtinstitute@gmail.com,mrtinstitute.com
Training Institute of Multi Rehabilitation Technology Mercy Home,KOTTAYAM ,Kerala,0481-2720980,chymercyhome@hotmail.com,-
"Training School Of Nursing , Akola",AKOLA ,Maharashtra,-,-,-
"Training School Of Nursing , Dhule",DHULE ,Maharashtra,-,-,-
"Training School Of Nursing,Sindhudurg",SINDHUDURG ,Maharashtra,-,-,-
"Training School Of Nursing A N M,Nasik", ,Maharashtra,-,-,-
"Training School Of Nursing,Jalna",JALNA ,Maharashtra,-,-,-
"Training School Of Nursing,Pune",PUNE ,Maharashtra,-,-,-
"Training School Of Nursing,Sindhudurg",SINDHUDURG ,Maharashtra,-,-,-
Traininig Centre for Teacher of Hearing Impaired (TCTHI),NAGPUR ,Maharashtra,"00712-6464348,2249152",nawph.ngp@gmail.com,-
Tranquebar Biship Maniokam Lutheeran College, ,Tamil Nadu,-,-,-
TRANSFORMATION INSTT. OF MANAGERIAL SCIENCE,MANGALORE ,Karnataka,0824-2455340/42838480824-2218969,timemba@rediffmail.,-
TRANSLAM COLLEGE OF EDUCATION, ,Uttar Pradesh,-,-,-
Translam College of Law,MEERUT ,Uttar Pradesh,"91-121-2620006,07,08",info@translam.com,www.translam.com
Translam Institute of Technology and Management, ,Uttar Pradesh,121-6454278,btech@translam.com,www.titm.translam.com
Travancore Business Academy, ,Kerala,"9544588111,9020655111",info@tbaedu.com,http://www.tbaedu.com
"Travancore College Of Nursing , Kollam",KOLLAM ,Kerala,-,-,-
Travancore Engineering College,KOLLAM ,Kerala,0474-2467235/2466334,tec_ayoor@sancharnet.in,www.tec-engg.com
"Travancore Medical College, Kollam", ,Kerala,"0474-2729393,2726161,2724411,",drhariharan@gmail.com,www.travancoremedicalcollege.com
"Travancore School Of Nursing,Kollam",KOLLAM ,Kerala,-,-,-
"Tri Murti Instt For General Paramedical & Nursing Sciences , Gwalior",GWALIOR ,Madhya Pradesh,-,-,-
"Tribal Anm Training School , Ranchi",RANCHI ,Jharkhand,-,-,-
"Tribal College Of Nursing,Ranchi", ,Jharkhand,0651-2461794,info@tswspanchwati.com,www.tswspanchwati.com/
TRIBHUAN SINGH HARIHAR SINGH DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
Tribhuvan Singh Harihar Singh Degree College, ,Uttar Pradesh,-,-,-
"Trichur Metropolitan Hospital , School Of Nursing,Thrissur",TRICHUR ,Kerala,-,-,-
Trichy Engineering College,TRICHY ,Tamil Nadu,"0431-2650541,2650540,2560266",trichyenggcollege@rediffmail.com,www.trichyengineeringcollege.com
Trident Academy of Technology, ,Orissa,0674-3296530/2742599/2741853,tactindia@yahoo.com,www.tat.ac.in
TRIDENT COLLEGE OF EDUCATION, ,Uttar Pradesh,-,-,-
"Trident Educational Society Valley College of Pharmacy , Bangalore",BANGALORE ,Karnataka,-,-,-
Trident Institute Of Information Technology, ,Uttar Pradesh,-,-,-
Trilok Nath Degree College, ,Uttar Pradesh,-,-,-
TRILOK SINGH TEACHERS TRAINING COLLEGE, ,Rajasthan,-,-,-
Trimurti Law College,GWALIOR ,Madhya Pradesh,9827063537,-,-
TRIMURTI PAWAN PRATISHTHAN, ,Maharashtra,-,-,-
Trinity College For Women,NAMAKKAL ,Tamil Nadu,-,-,-
TRINITY COLLEGE OF EDUCATION, ,Uttaranchal,-,-,-
Trinity College Of Engineering &Technology, ,Andhra Pradesh,"0878?2222689,6451394",principal@trinityenggknr.com,www.trinityenggknr.com
"Trinity Degree College, Pedapalli",PEDDAPALLI ,Andhra Pradesh,-,-,-
"Trinity Degree College, Ramagundam",RAMAGUNDAM ,Andhra Pradesh,-,-,-
TRINITY INSTITUTE FOR HIGHER EDUCATION, ,Delhi,-,-,-
TRINITY INSTITUTE OF PROFESIONAL STUDIES, ,Delhi,-,trinityinst@gmail.com,www.trinity.edu.in
"Trinity Nursing School , Chhindwara", ,Madhya Pradesh,-,-,-
TRINITY PG COLLEGE,KHAMMAM ,Andhra Pradesh,-,-,-
Trinity Teacher Training College, ,Manipur,-,-,-
TRINITY WOMENS TEACHERS TRAINING COLLEGE, ,Rajasthan,-,-,-
"Tripolia School Of Nursing , Patna",PATNA ,Bihar,-,-,-
Tripura Engineering College, ,Tripura,0381-2346630/2354518,tec@trp.nic.in,www.tec.nic.in
Tripura Govt. Law College,AGARTALA ,Tripura,"0381-374801,374803,374804",-,-
"Tripura Institute Of Paramedical Sciences,Tripura", ,Tamil Nadu,-,-,-
Tripura Institute Of Technology, ,Tripura,0381-2342-330/322/336/249,mail2tit@gmail.com,http://titagartala.nic.in/
"Tripura Medical College And Dr. B R A M Teaching Hospital, Agartala", ,Tripura,0381-2376657,sio-trpr@nic.in,www.tmc.nic.in
"Tripura Sundari College Of Nursing , Tripura West",TRIPURA ,Tripura,-,-,-
Tripura University, ,Tripura,"03812374801,4803",triadmin@sancharnet.in,http://www.tripurauniv.in/
TRISHA TEACHER TRAINING COLLEGE, ,Himachal Pradesh,-,-,-
Triveni Arts & Science College,KODAD ,Andhra Pradesh,08683–256288,-,-
Triveni Debi Bhalotia College, ,West Bengal,-,-,-
"Triveni Degree College, Jangareddyygudem",JANGAREDDIGUDEM ,Andhra Pradesh,08821-225238,-,-
"Triveni Institute of Dental Sciences, Hosptial & Research Centre , Bilaspur",BILASPUR ,Chhattisgarh,09755012365,"pro@trivenidental.com,principal@trivenidental.com,ao@trivenidental.com",http://mahavirglobal.com
Triveni Mahila (Sdmsm) Degree College,VIJAYAWADA ,Andhra Pradesh,"0866–2567032,2412049,2475866",-,-
TRIVENI TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
TRIVENI TEACHER TRAINING COLLEGE, ,Rajasthan,-,-,-
Tropical Health Foundation of India,TRICHUR ,Kerala,-,-,-
TRP Engineering College, ,Tamil Nadu,04313058940,principal_trpec@yahoo.com,www.trpengg.ac.in
TRR Engineering College, ,Andhra Pradesh,040-66364634/35,info@trrinstitutions.com,http://www.trrec.com/
Truba College of Engineering & Technology, ,Madhya Pradesh,"0731-3240041-43,5056392,4220040",-,www.trubainstitute.com
Truba Institute of Engineering & Information Technology.,GANDHINAGAR ,Madhya Pradesh,"0755-2734690-91-94,4220040",info@trubainstitute.ac.in,www.trubainstitute.com
Trupti Womens College, ,Orissa,-,-,-
TSS Smt VU Patil Arts & Late Dr BS Sc, ,Maharashtra,-,-,-
TSubbarami Reddy & TBalarama Krishna Degree College, ,Andhra Pradesh,-,-,-
TTL COLLEGE OF BUSINESS MGT,MYSORE ,Karnataka,0821-23406420821-2540783,kbvenkatesha@rediffmail.com,-
Tudi Ram Reddy Institution of Technology and Sciences, ,Andhra Pradesh,+919849798674,support@tudigroup.com,http://www.tudigroup.com/
Tufanganj College, ,West Bengal,-,-,-
"Tukkar School Of Nurisng , Belgaum",BELGAUM ,Karnataka,-,-,-
Tula's Institute, ,Uttaranchal,"0135-6451918,44",tula_dun@rediffmail.com,www.ret.co.in
Tula's Institute, ,Uttar Pradesh,+91-7579415180,-,www.tulasinstitute.com
"Tulabi Anm Training Centre , Kendrapara",KENDRAPARA ,Orissa,-,-,-
Tulajabhavani Mahavidyalaya, ,Maharashtra,-,-,-
"Tulasi G N M Training Centre, Kendrapara",KENDRAPARA ,Orissa,-,-,-
Tulasi Women's College, ,Orissa,-,-,-
Tulasi Womens College, ,Orissa,-,-,-
Tuli College of Hotel Management, ,Maharashtra,"0712-6644305,9422114055",tuli_c_hm@rediffmail.com,www.eduattuli.com/neweduattuli/tulicollegeofhm/ind
TULJABHAVANI SEVA PRATISHTHANS WOMENS EDUCATION COLLEGE, ,Maharashtra,-,-,-
"Tulshiramji Shebe School Of Nursing,Yavatmal",YAVATMAL ,Maharashtra,-,-,-
TULSI DASS DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
TULSI TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Tulsiramji Gaikwad Patil College of Engineering and Technology, ,Maharashtra,07103-203473/75,admgpgi@gmail.comvidarbhabuss@yahoo.co.in,http://www.tgpcet.com
"Tulza Bhavani College Of Nursing , Bijapur",BIJAPUR ,Karnataka,-,-,-
Tumkur University, ,Karnataka,"0816-2254546,0816-2255596",tumkuruniversity2004@gmail.com,www.tumkuruniversity.in
TUNGA BHADRA TEACHERS TRAINING CENTRE, ,Karnataka,-,-,-
Tunga Mahavidyalaya, ,Karnataka,-,-,-
"Tungabhadra School Of Nursing , Bellary",BELLARY ,Karnataka,-,-,-
TUNGABHADRA SHIKSHANA SAMSTHE(R), ,Karnataka,-,-,-
"Tura Christian Hospital, School Of Nursing , Tura", ,Meghalaya,-,-,-
Tura Government College, ,Meghalaya,-,-,-
Tura Law College, ,Meghalaya,-,-,-
Tusra Degree College, ,Orissa,-,-,-
TVS TEACHER TRAINING ACADEMY LAKSHMI VIDYA SANGHAM, ,Tamil Nadu,-,-,-
TYAGA Institute of Advanced Studies and Research,CUTTACK ,Orissa,-,-,-
